"DateTime";"Final price"
"2016-02-26 18:10:10";13,99
"2016-06-23 21:22:33";11,19
"2016-07-04 18:05:34";13,99
"2016-11-23 20:43:31";9,37
"2016-11-30 11:23:52";13,99
"2016-12-01 18:05:52";9,37
"2016-12-03 18:31:58";13,99
"2016-12-22 18:49:20";9,37
"2017-01-02 18:31:58";13,99
"2017-02-28 18:10:24";11,19
"2017-03-03 18:10:22";13,99
"2017-06-22 21:44:23";8,39
"2017-07-05 18:13:23";13,99
"2017-07-06 17:10:21";8,39
"2017-07-10 17:35:50";13,99
"2017-11-22 22:05:53";9,37
"2017-11-28 18:37:01";13,99
"2017-12-21 18:40:37";9,37
"2018-01-04 18:52:32";13,99
"2018-02-15 18:00:09";11,19
"2018-02-19 18:41:06";13,99
"2018-06-21 23:36:27";11,19
"2018-07-05 17:45:39";13,99
"2018-10-31 21:39:49";11,19
"2018-11-01 17:36:14";13,99
"2018-12-20 20:41:47";10,49
"2019-01-03 19:45:31";13,99
"2019-06-25 19:13:48";11,19
"2019-07-09 19:49:39";13,99
"2019-11-11 19:00:07";11,19
"2019-11-12 16:54:19";13,99
"2019-11-26 18:08:55";12,59
"2019-12-03 18:12:12";13,99
"2019-12-19 18:05:40";8,39
"2020-01-02 18:18:57";13,99
"2020-01-23 18:11:52";9,37
"2020-01-27 19:05:18";13,99
"2020-06-25 17:08:25";8,39
"2020-07-09 18:00:58";13,99
"2020-08-09 17:05:19";11,19
"2020-08-15 17:05:35";13,99
"2020-10-29 17:03:46";11,19
"2020-11-02 18:54:52";13,99
"2020-11-25 18:07:54";9,79
"2020-12-01 18:46:47";13,99
"2020-12-21 18:00:09";9,37
"2021-01-05 18:58:35";13,99
"2021-02-11 18:07:54";11,19
"2021-02-15 19:00:24";13,99
"2021-02-26 18:06:40";6,99
"2021-02-27 18:05:08";13,99
"2021-03-25 21:30:09";11,19
"2021-03-29 17:13:46";13,99
"2021-06-24 17:59:24";8,39
"2021-07-08 17:35:26";13,99
"2021-08-07 17:07:27";8,39
"2021-08-14 17:05:09";13,99
"2021-10-28 17:37:45";11,19
"2021-11-01 17:14:59";13,99
"2021-11-24 18:13:24";8,39
"2021-12-01 18:20:26";13,99
"2021-12-22 18:02:09";9,79
"2022-01-05 18:20:45";13,99
"2022-01-27 18:22:02";11,19
"2022-02-03 18:22:02";13,99
"2022-03-26 14:50:46";13,99